P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
Kepler-1146 b,Transit,Kepler,2016,16-04-2019,2.04,,,0,M-R relationship,1.23,-0.08,0.1,0,2.3522658,-8.25E-06,8.2500000e-06,0,0.0325,,,0,0,,,0,89.48,,,0,,,,0,Kepler-1146,,,,286.71671,47.425658,19h06m52.01s,+47d25m32.37s,15.953,-0.126,0.126,703.038,-15.968,16.713,4692,-42.25,45.94,0,0.74,-0.04,0.03,0,0.7,-0.04,0.02,0,-0.06,-0.158,0.143,0,4.9,-2.75,5.87,0,-0.642,,,0,4.62,-0.03,0.03,0,1.2878418,1.6585366,1.3484037,1.0962632,0.000455828,0.0325,0.0325,0.0325,0.0325,215.89037,215.89037,215.89037,976.46803,976.46803,976.46803,1102.7672,1102.7672,1102.7672,Terran,K,19 06 52.01,+47 25 32.37,0.22803421,0.37913447,0.92859141,0.48023201,0.88038664,0.50840301,0.88038664,0.463615,0.88038664,1.289329,0.2840164,0.42169789,0,0,Hot,0,0.29562788,Lyra,Lyr,Lyre
Kepler-365 c,Transit,Kepler,2014,16-04-2019,3.33,,,0,M-R relationship,1.64,-0.77,0.77,0,17.784129,-0.000215,0.000215,0,0.137,,,0,0,,,0,89.81,,,0,,,,0,Kepler-365,,,,295.62656,49.130411,19h42m30.38s,+49d07m49.48s,14.771,-0.08,0.08,1038.99,,,6012,-200,200,0,1.02,-0.06,0.06,0,1.05,-0.49,0.49,0,-0.218,-0.057,0.057,0,4.27,-2.46,3.03,0,0.112,,,0,4.43,-0.3,0.3,0,1.4249519,2.0304878,1.2381023,0.75494044,0.002032921,0.137,0.137,0.137,0.137,68.953905,68.953905,68.953905,734.0733,734.0733,734.0733,829.02044,829.02044,829.02044,Superterran,F,19 42 30.38,+49 07 49.48,1.2941958,0.84170758,1.9716693,1.0661201,1.869322,1.1271335,1.869322,1.0290967,1.869322,3.0715937,3.0526378,0.45866564,0,0,Hot,0,0.29204295,Cygnus,Cyg,Swan
Kepler-374 b,Transit,Kepler,2014,16-04-2019,1.08,,,0,M-R relationship,1.03,-0.54,0.54,0,1.897806,-1.10E-05,1.1000000e-05,0,0.029,,,0,0,,,0,87.55,,,0,,,,0,Kepler-374,,,,294.13789,42.370407,19h36m33.09s,+42d22m13.47s,14.701,-0.035,0.035,1265.61,-34.84,34.84,5977,-200,200,0,1.04,-0.07,0.07,0,0.91,-0.47,0.47,0,0.111,-0.013,0.013,0,1.5,-2,2,0,0.274,,,0,4.48,-0.3,0.3,0,1.0239842,1.0485437,1.0180036,0.98835299,0.000293751,0.029,0.029,0.029,0.029,2234.6217,2234.6217,2234.6217,1751.462,1751.462,1751.462,1978.0011,1978.0011,1978.0011,Terran,G,19 36 33.09,+42 22 13.47,1.8793168,1.0164568,2.3829206,1.2874615,2.2592256,1.3611819,2.2592256,1.2427583,2.2592256,3.7013808,2.8931583,0.38777918,0,0,Hot,0,0.29344853,Cygnus,Cyg,Swan
Kepler-39 b,Transit,Kepler,2011,16-04-2019,6388.1,-381.4,413.2,0,Mass,13.9,-1.12,1.01,0,21.08721,-3.70E-05,3.7000000e-05,0,0.164,-0.003,0.003,0,0.112,-0.057,0.057,0,89.07,-0.22,0.22,0,99,-14,22,0,Kepler-39,,,F7 V,296.96033,46.034295,19h47m50.48s,+46d02m03.46s,14.355,-0.172,0.172,1057.41,-18.44,18.44,6350,-100,100,0,1.29,-0.07,0.06,0,1.4,-0.1,0.1,0,0.1,-0.14,0.14,0,2.1,-0.9,0.8,0,0.346,,,0,4.4,-0.15,0.15,0,21.437713,459.57554,33.062988,2.3786323,0.024829581,0.16502861,0.145632,0.182368,0.16425822,82.995286,66.696452,104.58909,767.07205,727.98996,814.65045,,822.15027,920.01967,Jovian,F,19 47 50.48,+46 02 03.46,2.2181964,1.0795907,2.5120004,1.3674139,2.3816054,1.445287,2.3816054,1.3198566,2.3816054,4.0212749,5.9001039,0.4406813,0,0,Hot,0,0.077366267,Cygnus,Cyg,Swan
Kepler-28 b,Transit,Kepler,2011,25-09-2018,479.9,,,1,Mass,3.6,,,0,5.9123,,,0,0.062,,,0,0,,,0,89.51,,,0,,,,0,Kepler-28,,,M0 V,292.13704,42.429484,19h28m32.89s,+42d25m46.14s,15.13,-0.057,0.057,438.359,-4.6705,4.6705,4590,,,0,0.75,,,0,0.7,,,0,0.34,,,0,2.24,-0.766,1.82,0,-0.745,,,0,4.29,,,0,11.545803,133.30556,37.029321,10.285922,0.005344086,0.062,0.062,0.062,0.062,46.79685,46.79685,46.79685,666.27553,666.27553,666.27553,,752.45352,752.45352,Neptunian,M,19 28 32.89,+42 25 46.14,0.17988709,0.33807141,0.83180539,0.4282198,0.78862442,0.45339529,0.78862442,0.41340204,0.78862442,1.1451537,0.2394322,0.37178049,0,0,Hot,0,0.21338255,Cygnus,Cyg,Swan
Kepler-296 d,Transit,Kepler,2014,16-04-2019,5.02,,,0,M-R relationship,2.09,-0.32,0.33,0,19.850291,-5.70E-05,6.1000000e-05,0,0.118,-0.02,0.02,0,0.33,,,1,89.77,,,0,,,,0,Kepler-296,,,M2 V,286.54003,49.437261,19h06m09.61s,+49d26m14.14s,16.363,-1.133,1.133,167,-20.247,21.428,3740,-130,130,0,0.5,-0.09,0.07,0,0.48,-0.09,0.07,0,-0.08,-0.3,0.28,0,13.9,-3.7,3.7,0,-1.509,-0.093,0.077,0,4.77,-0.06,0.09,0,1.5498109,2.4019139,1.1492411,0.54987612,0.00170603,0.1244251,0.07906,0.15694,0.11966681,2.3565289,1.2575715,4.9554874,308.93197,269.76331,380.07675,348.89012,304.65527,429.23697,Superterran,M,19 06 09.61,+49 26 14.14,0.030974193,0.14345482,0.36784526,0.18170717,0.34874569,0.19258846,0.34874569,0.17540395,0.34874569,0.47518614,0.04856073,0.44026819,0,0,Hot,0,0.62067996,Draco,Dra,Dragon
Kepler-1580 b,Transit,Kepler,2016,16-04-2019,5.1,,,0,M-R relationship,2.11,-0.31,0.3,0,56.644928,-0.0008525,0.0008525,0,0.323,,,0,0,,,0,88.47,,,0,,,,0,Kepler-1580,,,,285.96871,41.363526,19h03m52.49s,+41d21m48.70s,12.635,-0.08,0.08,1002.02,-23.804,24.98,6228,-81.47,75.22,0,1.47,-0.11,0.11,0,2.15,-0.3,0.3,0,0.12,-0.081,0.099,0,2.75,-0.48,0.53,0,0.926,-0.026,0.028,0,3.94,-0.08,0.1,0,1.5546902,2.4170616,1.1455268,0.54290371,0.004891087,0.323,0.323,0.323,0.323,80.834165,80.834165,80.834165,763.83305,763.83305,763.83305,862.62941,862.62941,862.62941,Superterran,F,19 03 52.49,+41 21 48.70,8.4333476,2.1205414,4.9450093,2.6858951,4.6883194,2.8391169,4.6883194,2.5925322,4.6883194,7.8408612,4.9973812,0.48145171,0,0,Hot,0,0.26545765,Lyra,Lyr,Lyre
Kepler-1595 b,Transit,Kepler,2016,16-04-2019,2.04,,,0,M-R relationship,1.23,-0.1,0.09,0,4.5638047,-3.24E-05,3.2400000e-05,0,0.051,,,0,0,,,0,88.56,,,0,,,,0,Kepler-1595,,,,285.72275,43.009485,19h02m53.46s,+43d00m34.15s,15.508,-0.16,0.16,845.022,-20.802,21.858,5203,-66.07,61.17,0,0.84,-0.04,0.04,0,0.8,-0.04,0.05,0,-0.02,-0.166,0.152,0,4.68,-2.85,6.19,0,-0.363,,,0,4.56,-0.06,0.03,0,1.2878418,1.6585366,1.3484037,1.0962632,0.000685708,0.051,0.051,0.051,0.051,166.67085,166.67085,166.67085,915.30244,915.30244,915.30244,1033.6903,1033.6903,1033.6903,Terran,K,19 02 53.46,+43 00 34.15,0.43351088,0.51050672,1.2247636,0.64662945,1.1611864,0.68416255,1.1611864,0.6242403,1.1611864,1.7777217,0.71278554,0.43654154,0,0,Hot,0,0.29753162,Lyra,Lyr,Lyre
Kepler-211 b,Transit,Kepler,2014,16-04-2019,2.13,,,0,M-R relationship,1.26,-0.09,0.09,0,4.138575,-1.00E-05,1.0000000e-05,0,0.048,,,0,0,,,0,89.23,,,0,,,,0,Kepler-211,,,,285.43912,43.168505,19h01m45.39s,+43d10m06.62s,13.448,-0.08,0.08,309.353,-1.728,1.747,5123,-100,100,0,0.9,-0.02,0.01,0,0.82,-0.05,0.05,0,0.151,-0.033,0.033,0,1.55,-0.363,0.726,0,-0.413,-0.015,0.015,0,4.55,-0.15,0.15,0,1.3001831,1.6904762,1.3416478,1.0647998,0.000639841,0.048,0.048,0.048,0.048,167.694,167.694,167.694,916.70392,916.70392,916.70392,1035.273,1035.273,1035.273,Terran,K,19 01 45.39,+43 10 06.62,0.38636698,0.48393217,1.1644635,0.61297004,1.1040163,0.64860583,1.1040163,0.5917502,1.1040163,1.6782775,0.63570728,0.37155886,0,0,Hot,0,0.29655699,Lyra,Lyr,Lyre
Kepler-299 b,Transit,Kepler,2014,16-04-2019,2.3,,,0,M-R relationship,1.32,-0.27,0.27,0,2.927128,-3.30E-05,3.3000000e-05,0,0.04,,,0,0,,,0,89.72,,,0,,,,0,Kepler-299,,,,283.20702,48.580522,18h52m49.68s,+48d34m49.88s,15.232,-0.298,0.298,1052.24,-25.48,26.76,5617,-112,112,0,0.95,-0.04,0.03,0,1.03,-0.21,0.21,0,-0.01,-0.104,0.09,0,0.4,-3,3,0,-0.044,,,0,4.39,-0.15,0.15,0,1.3200092,1.7424242,1.3200184,1.0000139,0.000537254,0.04,0.04,0.04,0.04,564.78092,564.78092,564.78092,1241.8516,1241.8516,1241.8516,1402.4763,1402.4763,1402.4763,Terran,G,18 52 49.68,+48 34 49.88,0.90364947,0.72025607,1.7045593,0.91229758,1.616077,0.96484622,1.616077,0.88066808,1.616077,2.5666329,1.5123994,0.30186264,0,0,Hot,0,0.28867463,Draco,Dra,Dragon
Kepler-228 b,Transit,Kepler,2014,16-04-2019,2.96,,,0,M-R relationship,1.53,-0.71,0.71,0,2.566546,-2.60E-05,2.6000000e-05,0,0.038,,,0,0,,,0,82.17,,,0,,,,0,Kepler-228,,,,296.28609,48.224633,19h45m08.66s,+48d13m28.68s,15.902,-0.126,0.126,1644.61,-72.46,79.32,6043,-200,200,0,0.95,-0.05,0.06,0,1.01,-0.47,0.47,0,-0.03,-0.173,0.135,0,0.3,-2.4,2.4,0,0.111,,,0,4.47,-0.3,0.3,0,1.3909136,1.9346405,1.2644709,0.82645159,0.000555169,0.038,0.038,0.038,0.038,894.19617,894.19617,894.19617,1393.0218,1393.0218,1393.0218,1573.1992,1573.1992,1573.1992,Terran,F,19 45 08.66,+48 13 28.68,1.2912193,0.83914924,1.9643163,1.0628787,1.8623506,1.123678,1.8623506,1.0259628,1.8623506,3.0680594,3.1442187,0.28773073,0,0,Hot,0,0.27909047,Cygnus,Cyg,Swan
CHXR 73 b,Imaging,Hubble Space Telescope,2006,14-05-2014,3994.486,-1664.369,2662.991,0,Mass,12.3,,,0,,,,0,210,,,0,,,,0,,,,0,,,,0,CHXR 73,,,M3.5,166.6194,-77.625872,11h06m28.66s,-77d37m33.14s,,,,190.374,-6.22,6.647,3099,-128,128,0,0.35,,,0,,,,0,,,,0,0.002,,,0,,,,0,,,,0,18.020959,324.75496,26.402842,2.1465725,47.293577,210,210,210,210,,,,,,,,,,Jovian,M,11 06 28.66,-77 37 33.14,,,,,,,,,,,0.014334733,0.089485465,0,0,,0,,Chamaeleon,Cha,Chameleon
EPIC 212424622 b,Transit,K2,2019,05-09-2019,5.35,,,0,M-R relationship,2.17,-0.42,0.67,0,18.0983,-0.0058,0.006,0,0.13965048,,,0,,,,0,,,,0,,,,0,EPIC 212424622,,,,202.33138,-14.359436,13h29m19.53s,-14d21m33.97s,13.441,-0.103,0.103,611.804,-9.956,10.285,5782.33,-107.69,11.67,0,1.11,-0.12,0.14,0,1.22,-0.05,0,0,,,,0,,,,0,0.179,-0.018,0.018,0,4.3,-0.08,0.08,0,1.5701713,2.4654378,1.1361464,0.52356979,0.002359598,0.13965048,0.13965048,0.13965048,0.13965048,77.431045,77.431045,77.431045,755.66358,755.66358,755.66358,853.40327,853.40327,853.40327,Superterran,G,13 29 19.53,-14 21 33.97,1.5100802,0.92197184,2.1718875,1.1677915,2.0591468,1.2348682,2.0591468,1.1272773,2.0591468,3.3179036,2.1161931,0.47766724,0,0,Hot,0,0.26315746,Virgo,Vir,Virgin
HD 155193 b,Radial Velocity,Haute-Provence Observatory,2021,28-05-2021,238.37131,-19.0697,19.0697,0,Msini,14,,,0,352.65,-2.58,2.58,0,1.04,-0.04,0.04,0,0.21,-0.08,0.08,0,0.711,,,-1,62.88,-136.21,136.21,0,HD 155193,HD 155193,,F8 IV,257.42089,10.0381,17h09m41.01s,+10d02m17.16s,7.0092,-0.023,0.023,57.7995,-0.1219,0.1224,6239,-20,20,0,1.22,-0.08,0.08,0,1.76,-0.09,0.07,0,0.05,-0.01,0.01,0,,,,0,0.641,-0.018,0.013,0,4.26,-0.04,0.04,0,4.1263207,17.026522,1.2161802,0.086870011,0.047688141,1.062932,0.8216,1.2584,1.0458177,4.137396,2.7628836,6.4815539,360.2647,328.42814,406.46157,,370.90797,459.03448,Jovian,F,17 09 41.01,+10 02 17.16,4.3752211,1.5263622,3.5586662,1.9333022,3.3739398,2.0435737,3.3739398,1.8660965,3.3739398,5.6475978,4.7859035,0.49295174,0,0,Hot,0,0.25031247,Ophiuchus,Oph,Serpent Holder
HD 164922 b,Radial Velocity,W. M. Keck Observatory,2005,20-09-2021,116,-12,10,0,Msini,13.3,,,0,1207,-5,4,0,2.16,-0.03,0.03,0,0.08,-0.05,0.06,0,,,,0,116,-274,48,0,HD 164922,HD 164922,HIP 88348,G9 V,270.63047,26.310408,18h02m31.31s,+26d18m37.47s,7.01227,-0.023,0.023,22.0016,-0.0151,0.0152,5390,-30,30,0,0.93,-0.04,0.03,0,0.95,-0.02,0.01,0,0.18,-0.08,0.08,0,9.58,-1.55,1.99,0,-0.149,-0.103,0.083,0,4.46,-0.13,0.13,0,2.9532701,8.7218045,0.65577478,0.049306374,0.099315837,2.166912,1.9872,2.3328,2.1617316,0.15257617,0.13039021,0.17968708,159.01893,153.07736,165.85513,,172.87682,187.30731,Jovian,G,18 02 31.31,+26 18 37.47,0.70957777,0.64658391,1.5411342,0.818987,1.4611348,0.86635457,1.4611348,0.79061515,1.4611348,2.2743839,1.0167578,0.50887768,0,0,Cold,0,0.19986778,Hercules,Her,Hercules
Kepler-1467 b,Transit,Kepler,2016,16-04-2019,10.9,,,0,M-R relationship,3.3,-0.25,0.31,0,47.056904,-0.0001835,0.0001835,0,0.2388,,,0,0,,,0,89.98,,,0,,,,0,Kepler-1467,,,,295.04854,45.342678,19h40m11.65s,+45d20m33.64s,15.83,-0.229,0.229,852.888,-21.2515,21.2515,5332,-173.73,179.19,0,0.86,-0.06,0.06,0,0.82,-0.06,0.07,0,-0.07,-0.187,0.159,0,4.37,-2.68,6.25,0,-0.351,,,0,4.55,-0.07,0.04,0,1.8174241,3.3030303,1.0009183,0.30330857,0.005569236,0.2388,0.2388,0.2388,0.2388,7.8150427,7.8150427,7.8150427,425.92443,425.92443,425.92443,,481.01471,481.01471,Neptunian,G,19 40 11.65,+45 20 33.64,0.44565625,0.51405722,1.2276619,0.65112473,1.1639346,0.6888248,1.1639346,0.62857207,1.1639346,1.8024522,0.89663252,0.43498194,0,0,Hot,0,0.33524157,Cygnus,Cyg,Swan
Kepler-198 b,Transit,Kepler,2014,16-04-2019,8.35,,,0,M-R relationship,2.82,-0.42,0.42,0,17.790037,-3.50E-05,3.5000000e-05,0,0.131,,,0,0,,,0,89.66,,,0,,,,0,Kepler-198,,,,290.67313,38.691004,19h22m41.55s,+38d41m27.62s,13.684,-0.103,0.103,495.358,-4.2465,4.2465,5574,-100,100,0,0.97,-0.03,0.04,0,0.94,-0.14,0.14,0,0.114,-0.012,0.012,0,3.72,-1.92,2.8,0,-0.109,,,0,4.47,-0.15,0.15,0,1.7207536,2.9609929,1.0499975,0.37233953,0.002685518,0.131,0.131,0.131,0.131,45.337483,45.337483,45.337483,661.01918,661.01918,661.01918,,746.51729,746.51729,Neptunian,G,19 22 41.55,+38 41 27.62,0.77803655,0.67000438,1.5876629,0.84864826,1.5052486,0.89756757,1.5052486,0.81923025,1.5052486,2.3815723,1.4144886,0.44079762,0,0,Hot,0,0.24417775,Lyra,Lyr,Lyre
